work,source_type,source_ref,place_text,normalized_place,place_type,city,region,country,confidence,context
Lieux,pdf,797,Marseille,Marseille,city,Marseille,Provence-Alpes-Côte d'Azur,France,1.000,Location mentioned in relation to a project by Georges Perec.
Lieux,pdf,797,Italie,Italie,district,,,,0.800,Referenced in the title 'Vues d’Italie' suggesting a connection to a specific area.
Lieux,pdf,797,rue Vilin,Rue Vilin,street,Paris,Île-de-France,France,0.900,Cited as part of images related to the childhood of Perec.
Lieux,pdf,798,Nantes,Nantes,city,Nantes,Pays de la Loire,France,0.900,Mention of the city of Nantes in a publication.
Lieux,pdf,798,Paris,Paris,city,Paris,Île-de-France,France,0.900,Reference to Paris in relation to a description experience in the quartier de Belleville.
Lieux,pdf,798,Albi,Albi,city,Albi,Occitanie,France,0.800,Reference to Albi in connection to a colloquium about space and representation.
Lieux,pdf,798,Belleville,Belleville,district,Paris,Île-de-France,France,0.800,Mention of the quartier de Belleville in Paris.
Lieux,pdf,800,Paris,Paris,city,Paris,Île-de-France,France,1.000,Multiple mentions of Paris in relation to various works by Georges Perec.
Lieux,pdf,800,Mabillon,Mabillon,street,Paris,Île-de-France,France,0.900,Tentative de description de choses vues au carrefour Mabillon le 19 mai 1978.
Lieux,pdf,801,Marseille,Marseille,city,Marseille,Provence-Alpes-Côte d'Azur,France,0.900,Mentioned as part of a publication related to Georges Perec.
Lieux,pdf,801,Paris,Paris,city,Paris,Île-de-France,France,0.900,Referenced in relation to Georges Perec's letter.
Lieux,pdf,799,Paris,Paris,city,Paris,Île-de-France,France,0.950,Tentative de description de quelques lieux parisiens.
Lieux,pdf,799,Italie,Italy,country,,,Italy,0.900,Vues d’Italie (« réels » d’Italie)
Lieux,pdf,799,rue Vilin,rue Vilin,street,Paris,Île-de-France,France,0.850,« La rue Vilin » (« réels » de Vilin)
Lieux,pdf,799,rue de l’Assomption,rue de l'Assomption,street,Paris,Île-de-France,France,0.850,« Allées et venues rue de l’Assomption »
Lieux,pdf,799,Stations Mabillon,Stations Mabillon,landmark,Paris,Île-de-France,France,0.800,« Stations Mabillon »
Lieux,pdf,799,Rabat,Rabat,city,Rabat,Rabat-Salé-Kénitra,Morocco,0.900,Colloque de Rabat des 1-3 novembre 2000
Lieux,pdf,804,Sheringham,Sheringham,city,Sheringham,,,0.800,Mention of an author associated with Sheringham.
Lieux,pdf,804,Paris,Paris,city,Paris,Île-de-France,France,1.000,The location of the publication.
Lieux,pdf,802,rue Vilin,rue vilin,street,,,,0.850,Reference to a street in the context of various publications.
Lieux,pdf,802,Ellis Island,ellis island,landmark,,,United States,0.900,Mentioned in connection with non-places.
Lieux,pdf,802,Paris,paris,city,Paris,Île-de-France,France,1.000,Cited as the location of multiple publications.
Lieux,pdf,802,Tunis,tunis,city,Tunis,,Tunisia,0.950,Referenced in the context of a colloquium.
Lieux,pdf,805,Paris,Paris,city,Paris,Île-de-France,France,0.950,Georges Perec est né à Paris le 7 mars 1936.
Lieux,pdf,803,Paris,Paris,city,Paris,Île-de-France,France,0.950,Referenced multiple times in the context of Georges Perec's life and works.
Lieux,pdf,803,Villeneuve-d’Ascq,Villeneuve-d'Ascq,city,Villeneuve-d'Ascq,Hauts-de-France,France,0.850,Mentioned in the context of publications related to Georges Perec.
Lieux,pdf,803,New York,New York,city,New York,New York,United States,0.900,Mentioned in relation to a publication discussing urban themes.
Lieux,pdf,803,Bègles,Bègles,city,Bègles,Nouvelle-Aquitaine,France,0.800,Referenced in a title of a publication concerning Georges Perec.
Lieux,pdf,803,Rennes,Rennes,city,Rennes,Bretagne,France,0.850,Mentioned in the context of a publication related to Georges Perec.
Lieux,pdf,803,Leyde,Leiden,city,Leiden,South Holland,Netherlands,0.750,Mentioned as the location of a publication about Georges Perec.
Lieux,pdf,807,Sarajevo,sarajevo,city,Sarajevo,,Bosnia and Herzegovina,0.900,L’Attentat de Sarajevo
Lieux,pdf,807,Ellis Island,ellis island,landmark,,,United States,0.850,Récits d’Ellis Island
Lieux,pdf,807,Paris,paris,city,Paris,Île-de-France,France,0.950,Métaux. Sept sonnets hétérogrammatiques
Lieux,pdf,806,Théâtre I,theatre I,landmark,,,,0.800,Mentioned in the context of publications.
Lieux,pdf,806,Parisien,paris,city,Paris,Île-de-France,France,0.900,Tentative d’épuisement d’un lieu parisien.
Lieux,pdf,806,Ellis Island,ellis island,landmark,,,United States,0.850,Referenced as a title of a work.
Lieux,pdf,806,Nantes,nantes,city,Nantes,Pays de la Loire,France,0.900,Nantes mentioned in the context of publications.
Lieux,pdf,810,PLACE DE LA CONTRESCARPE,place de la contrescarpe,landmark,Paris,Île-de-France,France,0.950,A reference to a notable location in Paris.
Lieux,pdf,809,Paris,Paris,city,Paris,Île-de-France,France,0.900,Mention of Parisian places in the context of Perec's work.
Lieux,pdf,808,Afghanistan,Afghanistan,country,,,Afghanistan,0.900,Referenced in a translation title.
Lieux,pdf,808,Mabillon,Mabillon,street,,,,0.800,Mentioned in the context of a description of things seen at the intersection.
Lieux,pdf,808,Marseille,Marseille,city,Marseille,,France,0.900,Part of a publication reference.
Lieux,pdf,812,ÎLE SAINT-LOUIS,ile saint-louis,other,Paris,Île-de-France,France,0.900,Mentioned as a location in Paris.
Lieux,pdf,811,PASSAGE CHOISEUL,passage choiseul,street,Paris,Île-de-France,France,0.900,Referring to a specific passage in Paris.
Lieux,pdf,811,Choiseul,choiseul,other,Paris,Île-de-France,France,0.800,Mentioned alongside the passage.
Lieux,pdf,813,PLACE D’ITALIE,place d'italie,landmark,Paris,Île-de-France,France,0.900,It is mentioned as a notable landmark and part of Parisian locations.
Lieux,pdf,813,Italie,italy,country,,,Italy,0.800,Referred to as a country.
Lieux,pdf,814,RUE VILIN,Rue Vilin,street,Paris,Île-de-France,France,0.900,Mentioned as part of the plan.
Lieux,pdf,815,Mabillon,Mabillon,district,Paris,Île-de-France,France,0.900,Mentioned as 'carrefour' and 'quartier' in a plan.
Lieux,pdf,818,AVENUE JUNOT,Avenue Junot,street,Paris,Île-de-France,France,0.900,Reference to a street location in Paris.
Lieux,pdf,816,RUE DE LA GAÎTÉ,rue de la gaîté,street,Paris,Île-de-France,France,0.900,Mentioned as part of a plan.
Lieux,pdf,816,parisiens,parisians,other,Paris,Île-de-France,France,0.800,Referencing the twelve 'places' related to Paris.
Lieux,pdf,817,Franklin-D.-Roosevelt,Franklin-D.-Roosevelt,other,Paris,Île-de-France,France,0.900,A planned area referenced with numbers relating to related texts.
Lieux,pdf,817,Paris,Paris,city,Paris,Île-de-France,France,0.980,Mentioned in relation to twelve 'places' and their associated texts.
Lieux,pdf,819,RUE SAINT-HONORÉ,Rue Saint-Honoré,street,Paris,Île-de-France,France,0.950,Mentioned as a street name in Paris.
Lieux,pdf,820,RUE DE L’ASSOMPTION,rue de l'assomption,street,Paris,Île-de-France,France,0.900,Mentioned as part of a plan.
Lieux,pdf,821,Jussieu,Jussieu,district,Paris,Île-de-France,France,0.900,Mentioned as a place in Paris.
Lieux,pdf,823,lieux parisiens,lieux parisiens,district,Paris,Île-de-France,France,0.900,Tentative de description de quelques lieux parisiens.
Lieux,pdf,823,place Saint-Sulpice,place saint-sulpice,landmark,Paris,Île-de-France,France,0.950,le titre de l’expérience menée place Saint-Sulpice en 1974.
Lieux,pdf,822,Lieux,Lieux,other,,,,0.600,Reference to a literary project by Perec.
Lieux,pdf,822,Paris,Paris,city,Paris,Île-de-France,France,0.900,Mention of a project titled 'Tentative de description de quelques lieux parisiens'.
Lieux,pdf,822,Cause commune,Cause commune,other,,,,0.500,Reference to a theoretical framework related to Perec's work.
Lieux,pdf,822,Les Choses communes,Les Choses communes,other,,,,0.500,Mention of a larger work by Perec that includes 'Tentative de description de quelques lieux parisiens'.
Lieux,pdf,826,rue Vilin,Rue Vilin,street,Paris,Île-de-France,France,0.900,Mentioned in the context of a literary work by Georges Perec.
Lieux,pdf,826,Bibliothèque de l’Arsenal,Bibliothèque de l'Arsenal,building,Paris,Île-de-France,France,0.800,Referenced as the institution that retains Perec's manuscripts.
Lieux,pdf,826,rue de l’Assomption,Rue de l'Assomption,street,Paris,Île-de-France,France,0.850,Cited in relation to Perec's attempts at description.
Lieux,pdf,826,Stations Mabillon,Stations Mabillon,landmark,Paris,Île-de-France,France,0.700,Mentioned as part of Perec's literary exploration.
Lieux,pdf,824,rue Vilin,Rue Vilin,street,Paris,Île-de-France,France,0.900,Mentioned as a topic of a poem written by Perec.
Lieux,pdf,824,carrefour Franklin-Roosevelt,Carrefour Franklin-Roosevelt,landmark,Paris,Île-de-France,France,0.900,Described as the subject of a film by Perec.
Lieux,pdf,824,Mabillon,Mabillon,street,Paris,Île-de-France,France,0.800,Referencing an upcoming radio show related to this location.
Lieux,pdf,824,La rue de l'Assomption,Rue de l'Assomption,street,Paris,Île-de-France,France,0.800,Mentioned in relation to a series of 'réels' published by Perec.
Lieux,pdf,824,Stations Mabillon,Stations Mabillon,landmark,Paris,Île-de-France,France,0.800,Referencing a published work by Perec.
Lieux,pdf,824,Italie,Italie,region,,,Italy,0.700,Referencing a series titled 'Vues d’Italie'.
Lieux,pdf,827,Mabillon,Mabillon,district,Paris,Île-de-France,France,0.800,Reference to the location 'STATIONS MABILLON' in a poetic context.
Lieux,pdf,827,boulevard Saint-Germain,Boulevard Saint-Germain,street,Paris,Île-de-France,France,0.900,The boulevard mentioned as a location in Paris.
Lieux,pdf,827,Saint-Germain-des-Prés,Saint-Germain-des-Prés,district,Paris,Île-de-France,France,0.850,The district referenced in relation to the boulevard.
Lieux,pdf,827,rue de Buci,Rue de Buci,street,Paris,Île-de-France,France,0.850,A street mentioned in the description of the area.
Lieux,pdf,827,rue du Four,Rue du Four,street,Paris,Île-de-France,France,0.850,A street mentioned near the bank.
Lieux,pdf,828,Librairie du Tourisme,librairie du tourisme,building,,,,0.800,Mentioned as part of a description of buildings.
Lieux,pdf,828,Olympia,olympia,building,,,,0.700,Referencing a performance venue in an advertisement.
Lieux,pdf,828,Paris-Presse,paris-presse,other,Paris,Île-de-France,France,0.900,A newspaper mentioned in the context of a newsstand.
Lieux,pdf,828,rue de Buci,rue de buci,street,Paris,Île-de-France,France,0.950,A street reference as part of the location description.
Lieux,pdf,828,Le Mabillon,le mabillon,building,Paris,Île-de-France,France,0.900,A cafe mentioned multiple times in the text.
Lieux,pdf,828,Mabillon,mabillon,landmark,Paris,Île-de-France,France,0.800,Referenced in conjunction with a cafe and location.
Lieux,pdf,830,Île de la Cité,ile de la cite,district,Paris,Île-de-France,France,0.900,Mention of a gigantic photograph of Île de la Cité.
Lieux,pdf,830,café « L’Atrium »,cafe atrium,building,Paris,Île-de-France,France,0.800,Reference to the café L’Atrium in the narrative.
Lieux,pdf,830,rue de Seine,rue de seine,street,Paris,Île-de-France,France,0.850,Mention of returning on rue de Seine.
Lieux,pdf,830,boulevard,boulevard,street,Paris,Île-de-France,France,0.700,Crossing the boulevard while leaving café Le Mabillon.
Lieux,pdf,830,café « Le Mabillon »,cafe le mabillon,building,Paris,Île-de-France,France,0.800,Mention of café Le Mabillon while describing movement through the area.
Lieux,pdf,830,La Pergola,la pergola,building,Paris,Île-de-France,France,0.750,Reference to La Pergola in the context of guards being on the sidewalk.
Lieux,pdf,829,rue du Four,Rue du Four,street,Paris,Île-de-France,France,0.900,Passes sur le boulevard Saint-Germain.
Lieux,pdf,829,boulevard Saint-Germain,Boulevard Saint-Germain,street,Paris,Île-de-France,France,0.900,"Cinq cars de police grillagés, venant de la rue du Four."
Lieux,pdf,829,Théâtre des Arts,Théâtre des Arts,building,Paris,Île-de-France,France,0.800,Concernant Je ne veux pas mourir idiot au Théâtre des Arts.
Lieux,pdf,829,George-V,George V,building,Paris,Île-de-France,France,0.800,"Dans les salons du George-V, entrée 20 F."
Lieux,pdf,829,Saint-Germain-des-Prés,Saint-Germain-des-Prés,district,Paris,Île-de-France,France,0.900,En tournant la tête vers Saint-Germain-des-Prés.
Lieux,pdf,829,rue du Four,Rue du Four,street,Paris,Île-de-France,France,0.900,La rue du Four paraît sombre.
Lieux,pdf,829,Marché Saint-Germain,Marché Saint-Germain,other,Paris,Île-de-France,France,0.700,La rue menant au Marché Saint-Germain.
Lieux,pdf,831,Café « L’Atrium »,Café L’Atrium,building,,,,0.800,A café mentioned where people are seated.
Lieux,pdf,831,Lip’s,Lip's,building,,,,0.800,A clothing store next to which police are present.
Lieux,pdf,831,Buci-Saint-Germain,Buci-Saint-Germain,street,,,,0.700,A street intersection with a flag and information about an exhibition.
Lieux,pdf,834,Boulevard Saint-Germain,boulevard saint-germain,street,,,,0.900,Mentioned as a street where a tabac is located.
Lieux,pdf,834,rue Lecourbe,rue lecourbe,street,,,,0.900,"Referred to as the location of Hermann, Éditeur des Sciences et des Arts."
Lieux,pdf,834,rue de Buci,rue de buci,street,,,,0.900,Mentioned in connection with various shops and a café.
Lieux,pdf,833,rue de Buci,rue de buci,street,Paris,Île-de-France,France,0.900,Mentioned in the context of various shops and cafes.
Lieux,pdf,833,café Le Mabillon,café le mabillon,landmark,Paris,Île-de-France,France,0.900,Referenced as a popular café on rue de Buci.
Lieux,pdf,833,boulevard Saint-Germain,boulevard saint-germain,street,Paris,Île-de-France,France,0.900,Described as a location with trees and the church's spire.
Lieux,pdf,833,église Saint-Germain-des-Prés,église saint-germain-des-prés,landmark,Paris,Île-de-France,France,0.900,Mentioned in relation to the view from boulevard Saint-Germain.
Lieux,pdf,833,rue du Four,rue du four,street,Paris,Île-de-France,France,0.900,Mentioned as a location near the bank and various shops.
Lieux,pdf,832,Le Mans,Le Mans,city,Le Mans,Pays de la Loire,France,0.900,Mention of an automobile race associated with the city.
Lieux,pdf,832,rue de Condé,Rue de Condé,street,,,,0.800,Mention of a street previously traveled.
Lieux,pdf,832,rue des Quatre-Vents,Rue des Quatre-Vents,street,,,,0.800,Mention of a street previously traveled.
Lieux,pdf,832,Marché Saint-Germain,Marché Saint-Germain,landmark,,,,0.700,Mention of a market while walking through the area.
Lieux,pdf,832,rue Clément,Rue Clément,street,,,,0.800,Mention of a street previously traveled.
Lieux,pdf,832,rue du Four,Rue du Four,street,,,,0.800,Mention of a street with bright storefronts.
Lieux,pdf,832,l’« Aquarium »,l’Aquarium,building,,,,0.600,Reference to a café with the nickname.
Lieux,pdf,832,l’« Atrium »,l’Atrium,building,,,,0.600,Reference to a café that is formally named.
Lieux,pdf,836,avenue Mozart,Avenue Mozart,street,,,,0.900,The narrator references a café located at the intersection of Avenue Mozart and Rue de l'Assomption.
Lieux,pdf,836,rue de l'Assomption,Rue de l'Assomption,street,,,,0.900,The narrator describes a bakery located across from the café on Rue de l'Assomption.
Lieux,pdf,836,rue du Ranelagh,Rue du Ranelagh,street,,,,0.800,A bakery is mentioned at the corner of Avenue Mozart and Rue du Ranelagh.
Lieux,pdf,836,rue Davioud,Rue Davioud,street,,,,0.800,The narrator notes that all the merchants on the street are concentrated between Rue Davioud and Avenue Mozart.
Lieux,pdf,837,rue Davioud,rue davioud,street,,,,0.900,Mentioned as a location for various shops and businesses.
Lieux,pdf,837,place Rodin,place rodin,landmark,,,,0.900,Referenced as a location near a series of buildings and shops.
Lieux,pdf,837,square Jean-Paul-Laurens,square jean-paul-laurens,landmark,,,,0.900,Mentioned in conjunction with place Rodin.
Lieux,pdf,837,avenue Théodore-Rousseau,avenue theodore-rousseau,street,,,,0.900,Also mentioned along with place Rodin.
Lieux,pdf,837,lycée Molière,lycee moliere,building,,,,0.900,Refers to a school that has reportedly not changed.
Lieux,pdf,835,Saint-Germain,Saint Germain,district,Paris,Île-de-France,France,0.900,Mention of various establishments in the district of Saint-Germain.
