work,source_type,source_ref,mention_text,normalized_text,mention_kind,spatial_type,usage,city,region,country,confidence,context
Unknown,pdf,749,Pharmacie centrale de Montmartre,Pharmacie centrale de Montmartre,named_place,institution,literal,Paris,,France,0.950,Pharmacie centrale de Montmartre
Unknown,pdf,749,Hôtel Bar Restaurant « La Table d’Hôte »,Hôtel Bar Restaurant « La Table d’Hôte »,named_place,building,literal,Paris,,France,0.950,Hôtel Bar Restaurant « La Table d’Hôte »
Unknown,pdf,749,librairie,librairie,generic_spatial_entity,commercial_space,literal,,,,0.800,Librairie fermée définitivement
Unknown,pdf,749,Antiquaire,antiquaire,generic_spatial_entity,commercial_space,literal,,,,0.800,Antiquaire
Unknown,pdf,749,Boulangerie,boulangerie,generic_spatial_entity,commercial_space,literal,,,,0.800,Boulangerie (fermée le lundi)
Unknown,pdf,749,Clinique chirurgicale,clinique chirurgicale,generic_spatial_entity,building,literal,,,,0.800,Clinique chirurgicale
Unknown,pdf,749,Teinturerie,teinturerie,generic_spatial_entity,commercial_space,literal,,,,0.800,Teinturerie
Unknown,pdf,749,Ateliers,ateliers,generic_spatial_entity,work_space,literal,,,,0.800,Ateliers
Unknown,pdf,749,Immeubles-ateliers,immeubles-ateliers,generic_spatial_entity,building,literal,,,,0.800,Immeubles-ateliers
Unknown,pdf,749,terre-plein,terre-plein,generic_spatial_entity,public_space,literal,,,,0.800,"Sur le terre-plein, devant la statue"
Unknown,pdf,752,rue Linné,rue Linné,named_place,street,literal,Paris,Île-de-France,France,0.950,Je longe en général le trottoir impair de la rue Linné.
Unknown,pdf,752,rue Jussieu,rue Jussieu,named_place,street,literal,Paris,Île-de-France,France,0.950,Je longe en général le trottoir impair de la rue Jussieu.
Unknown,pdf,752,la place,place Jussieu,generic_spatial_entity,public_space,literal,Paris,Île-de-France,France,0.800,La place est en pente.
Unknown,pdf,752,place Jussieu,place Jussieu,named_place,square,literal,Paris,Île-de-France,France,0.950,A[nne] A[ndré] habite rue des Boulangers et passe par la place Jussieu cinq ou six fois par jour.
Unknown,pdf,752,hôpital,hôpital,generic_spatial_entity,institution,literal,Paris,Île-de-France,France,0.600,agréable quand je pars de chez moi vers l’hôpital.
Unknown,pdf,752,rue des Boulangers,rue des Boulangers,named_place,street,literal,Paris,Île-de-France,France,0.950,A[nne] A[ndré] habite rue des Boulangers.
Unknown,pdf,752,rue des Boulangers,rue des Boulangers,named_place,street,literal,Paris,Île-de-France,France,0.950,aller chez P[aulette] à l’époque où elle vivait rue des Boulangers.
Unknown,pdf,752,rue Linné,rue Linné,named_place,street,literal,Paris,Île-de-France,France,0.950,plus du tout depuis que je vis rue Linné.
Unknown,pdf,753,rue des Boulangers,rue des Boulangers,named_place,street,literal,Paris,,France,0.950,"Le vietnamien de la rue des Boulangers, prôné par Jacques L[ederer] : y suis allé une fois ou deux."
Unknown,pdf,753,rue des Boulangers,rue des Boulangers,named_place,street,literal,Paris,,France,0.950,Le libanais en haut de la rue des Boulangers : y suis allé une fois avec Jo Attié.
Unknown,pdf,753,Rue Linné,Rue Linné,named_place,street,literal,Paris,,France,0.950,Rue Linné : la pizza (en bas de chez moi) : mauvaise.
Unknown,pdf,753,Rue Linné,Rue Linné,named_place,street,literal,Paris,,France,0.950,Rue Linné : divers bouis-bouis sans intérêt aucun.
Unknown,pdf,753,place Jussieu,place Jussieu,named_place,square,literal,Paris,,France,0.950,"Il existait, au coin de la place Jussieu et de la rue Linné, une pendule surmontant un mât de style Art déco."
Unknown,pdf,753,buisson ardent,Buisson Ardent,named_place,commercial_space,literal,Paris,,France,0.800,nous avons mangé et beaucoup bu au « Buisson Ardent ».
Unknown,pdf,753,chambre,chambre,generic_spatial_entity,room,literal,,,,0.800,la pizza (en bas de chez moi)
Unknown,pdf,755,L'Évêché d’Exeter,L'Évêché d’Exeter,named_place,building,literal,Exeter,,Royaume-Uni,0.950,Guyomard et les Getz m’amènent L’Évêché d’Exeter Déjeuner avec eux au “Buisson ardent”.
Unknown,pdf,755,Buisson ardent,Buisson ardent,named_place,commercial_space,literal,,,,0.800,Déjeuner avec eux au “Buisson ardent”.
Unknown,pdf,755,chez Doukhan,chez Doukhan,generic_spatial_entity,domestic_space,literal,,,,0.800,18 h 30 : chez Doukhan qui m’arrache ma dent.
Unknown,pdf,756,rue de Boulainvilliers,rue de Boulainvilliers,named_place,street,literal,Paris,,France,0.950,"11 h 19 : ORTF, rue de Boulainvilliers"
Unknown,pdf,756,Café bar (fermé),café bar,generic_spatial_entity,commercial_space,literal,,,,0.800,Café bar (fermé)
Unknown,pdf,756,Immeuble neuf,immeuble neuf,generic_spatial_entity,building,literal,,,,0.800,Immeuble neuf
Unknown,pdf,756,trottoir,trottoir,generic_spatial_entity,public_space,literal,,,,0.800,Pieux métalliques devant l’avancée du trottoir
Unknown,pdf,756,boutiques à vendre,boutiques à vendre,generic_spatial_entity,commercial_space,literal,,,,0.800,Boutiques à vendre appartements et locaux commerciaux à vendre
Unknown,pdf,758,avenue Mozart,avenue Mozart,named_place,street,literal,Paris,Île-de-France,France,0.950,Tourné dans l’avenue Mozart pour aller prendre le métro jusqu’à Charonne (CHU).
Unknown,pdf,758,Charonne (CHU),Charonne,named_place,other,literal,Paris,Île-de-France,France,0.950,Tourné dans l’avenue Mozart pour aller prendre le métro jusqu’à Charonne (CHU).
Unknown,pdf,758,rue de Boulainvilliers,rue de Boulainvilliers,named_place,street,literal,Paris,Île-de-France,France,0.950,La visite de Perec commence rue de Boulainvilliers à proximité de la Maison de la Radio.
Unknown,pdf,758,Maison de la Radio,Maison de la Radio,named_place,building,literal,Paris,Île-de-France,France,0.950,La visite de Perec commence rue de Boulainvilliers à proximité de la Maison de la Radio.
Unknown,pdf,758,rue de l’Assomption,rue de l’Assomption,named_place,street,literal,Paris,Île-de-France,France,0.950,Il y a un feu rouge au coin de la rue de l’Assomption et de la rue de Boulainvilliers.
Unknown,pdf,757,Mur du couvent,Mur du couvent,generic_spatial_entity,other,literal,,,,0.950,Mention of the wall of the convent with inscriptions.
Unknown,pdf,757,Les Allées de Boulainvilliers,Les Allées de Boulainvilliers,named_place,street,literal,Paris,,France,0.950,Mention of a large construction site on the Allées de Boulainvilliers.
Unknown,pdf,757,Pont de Grenelle,Pont de Grenelle,named_place,other,literal,Paris,,France,0.950,Reference to a sign near the Pont de Grenelle.
Unknown,pdf,757,Librairie du lycée,Librairie du lycée,generic_spatial_entity,commercial_space,literal,,,,0.800,Mention of a bookstore associated with a school.
Unknown,pdf,757,Coiffure « Christina »,Coiffure « Christina »,generic_spatial_entity,commercial_space,literal,,,,0.800,Mention of a hair salon named Christina.
Unknown,pdf,757,Épicerie fine « Jean-Michel »,Épicerie fine « Jean-Michel »,generic_spatial_entity,commercial_space,literal,,,,0.800,Reference to a fine grocery named Jean-Michel.
Unknown,pdf,759,immeuble neuf,immeuble,generic_spatial_entity,building,literal,,,,0.950,"À l’emplacement du 4 ou 4 bis, il y a un immeuble neuf."
Unknown,pdf,759,trottoir,trottoir,generic_spatial_entity,public_space,literal,,,,0.950,Des pieux métalliques sont installés sur le trottoir.
Unknown,pdf,759,chaussée,chaussée,generic_spatial_entity,public_space,literal,,,,0.950,Des pieux métalliques sont installés sur le trottoir qui déborde un peu sur la chaussée.
Unknown,pdf,759,boulevard de Clichy,boulevard de Clichy,named_place,street,literal,Paris,,France,0.950,"Cabaret et music-hall alors situé boulevard de Clichy, près de la place Pigalle."
Unknown,pdf,759,place Pigalle,place Pigalle,named_place,square,literal,Paris,,France,0.950,"Cabaret et music-hall alors situé boulevard de Clichy, près de la place Pigalle."
Unknown,pdf,759,rue Gudin,rue Gudin,named_place,street,literal,Paris,,France,0.950,"ce cinéma, aujourd’hui disparu, se trouvait rue Gudin, proche du boulevard Murat."
Unknown,pdf,759,boulevard Murat,boulevard Murat,named_place,street,literal,Paris,,France,0.950,"ce cinéma, aujourd’hui disparu, se trouvait rue Gudin, proche du boulevard Murat."
Unknown,pdf,759,seizième arrondissement,seizième arrondissement,named_place,district,literal,Paris,,France,0.950,dans le seizième arrondissement.
Unknown,pdf,759,station Ranelagh,station Ranelagh,named_place,transport_space,literal,Paris,,France,0.950,pour aller reprendre le métro à la station Ranelagh.
Unknown,pdf,762,salon,salon,generic_spatial_entity,domestic_space,literal,,,,0.950,Le petit salon
Unknown,pdf,762,salle à manger,salle à manger,generic_spatial_entity,domestic_space,literal,,,,0.950,La salle à manger
Unknown,pdf,762,bibliothèque,bibliothèque,generic_spatial_entity,work_space,literal,,,,0.950,Deux bibliothèques grillagées au fond
Unknown,pdf,762,chambre de David et Esther,chambre de David et Esther,generic_spatial_entity,domestic_space,literal,,,,0.800,La chambre de David et Esther
Unknown,pdf,762,lit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,Grand lit de milieu
Unknown,pdf,762,table,table,generic_spatial_entity,micro_place,literal,,,,0.950,Petite table
Unknown,pdf,761,rue de l’Assomption,rue de l’Assomption,named_place,street,literal,Paris,,France,0.950,Souvenirs de la rue de l’Assomption
Unknown,pdf,761,appartement du 18 rue de l’Assomption,appartement du 18 rue de l’Assomption,generic_spatial_entity,domestic_space,literal,Paris,,France,0.950,I. L’appartement du 18 rue de l’Assomption
Unknown,pdf,761,vestibule,vestibule,generic_spatial_entity,room,literal,,,,0.950,"En entrant, il y avait un grand vestibule, peut-être de huit mètres sur trois."
Unknown,pdf,761,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,porte donnant sur la chambre de David et Esther
Unknown,pdf,761,salle à manger,salle à manger,generic_spatial_entity,room,literal,,,,0.950,porte vitrée donnant sur la salle à manger
Unknown,pdf,761,long couloir,long couloir,generic_spatial_entity,circulation,literal,,,,0.950,porte donnant sur le long couloir conduisant aux autres pièces
Unknown,pdf,761,grand salon,grand salon,generic_spatial_entity,room,literal,,,,0.950,I.2. Le grand salon
Unknown,pdf,765,l’appartement de son oncle et de sa tante,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,l’évocation de l’appartement de son oncle et de sa tante ne devait constituer que la première partie du texte
Unknown,pdf,763,salle de bains,salle de bains,generic_spatial_entity,room,literal,,,,0.950,Attenante à la chambre.
Unknown,pdf,763,couloir,couloir,generic_spatial_entity,room,literal,,,,0.950,"Le couloir, deux fois coudé"
Unknown,pdf,763,New York,New York,named_place,city,literal,New York,,États-Unis,0.950,(On commence à descendre sur New York : arrivée dans une quarantaine de minutes.)
Unknown,pdf,763,Montréal,Montréal,named_place,city,literal,Montréal,,Canada,0.950,Perec est convié à Montréal pour un séjour de deux semaines
Unknown,pdf,763,Paris,Paris,named_place,city,literal,Paris,,France,0.950,Perec est de retour à Paris le matin du 13
Unknown,pdf,764,Louvre,Louvre,named_place,building,literal,Paris,Île-de-France,France,0.950,Jean Le Moal ayant d’ailleurs commencé sa carrière en copiant des toiles au Louvre.
Unknown,pdf,764,Appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.800,il décrit ici l’appartement.
Unknown,pdf,764,Hilversum,Hilversum,named_place,city,literal,Hilversum,,Pays-Bas,0.950,"cadran indiquant des stations aux noms exotiques ou mystérieux – Hilversum, Sottens, Allouis, Vatican..."
Unknown,pdf,764,Vatican,Vatican,named_place,country,literal,,,Vatican,0.950,"cadran indiquant des stations aux noms exotiques ou mystérieux – Hilversum, Sottens, Allouis, Vatican..."
Unknown,pdf,764,Tanger,Tanger,named_place,city,literal,Tanger,,Maroc,0.950,"cadran indiquant des stations aux noms exotiques ou mystérieux – Hilversum, Sottens, Allouis, Vatican, Tanger..."
Unknown,pdf,766,rue Saint-Honoré,rue Saint-Honoré,named_place,street,literal,Paris,,France,0.950,Au coin de la rue Saint-Honoré et de la rue des Pyramides.
Unknown,pdf,766,rue des Pyramides,rue des Pyramides,named_place,street,literal,Paris,,France,0.950,Au coin de la rue Saint-Honoré et de la rue des Pyramides.
Unknown,pdf,766,Place du Théâtre-Français,Place du Théâtre-Français,named_place,square,literal,Paris,,France,0.950,Place du Théâtre-Français.
Unknown,pdf,766,Café tabac « Le Rallye »,Café tabac « Le Rallye »,named_place,commercial_space,literal,Paris,,France,0.950,Café tabac « Le Rallye ».
Unknown,pdf,766,Coin rue Saint-Roch,rue Saint-Roch,named_place,street,literal,Paris,,France,0.950,Coin rue Saint-Roch.
Unknown,pdf,766,Maison du Maroc,Maison du Maroc,named_place,building,literal,Paris,,France,0.950,La « Maison du Maroc » a remplacé « La Régence ».
Unknown,pdf,768,Festival international du film de Venise,Festival international du film de Venise,named_place,other,literal,Venise,,Italie,0.950,notamment pour assister à une projection d’Un homme qui dort en version italienne dans le cadre du Festival international du film de Venise (la Mostra).
Unknown,pdf,768,place André-Malraux,place André-Malraux,named_place,square,literal,Paris,,France,0.950,Aujourd’hui place André-Malraux.
Unknown,pdf,767,Porte Ouverte,Porte Ouverte,named_place,other,literal,,,,0.950,Mention de 'Porte Ouverte' au milieu d'autres commerces.
Unknown,pdf,767,Ferme Saint-Roch,Ferme Saint-Roch,named_place,building,literal,,,,0.950,Mention de 'Ferme Saint-Roch' parmi une liste de commerces.
Unknown,pdf,767,Laiterie Parisienne,Laiterie Parisienne,named_place,building,literal,Paris,,France,0.950,Mention de 'Laiterie Parisienne' à côté de l'ex-restaurant.
Unknown,pdf,767,rue Vineuse,rue Vineuse,named_place,street,literal,Paris,,France,0.950,La rue Vineuse dans le seizième arrondissement est celle où habite alors Catherine Binet.
Unknown,pdf,767,seizième arrondissement,seizième arrondissement,named_place,district,literal,Paris,,France,0.950,Mention du seizième arrondissement dans le cadre de l'habitation de Catherine Binet.
Unknown,pdf,767,Venise,Venise,named_place,city,literal,Venise,,Italie,0.950,Mention de Venise où Perec et Catherine Binet séjournèrent.
Unknown,pdf,767,Casa Pisis,Casa Pisis,named_place,building,literal,Venise,,Italie,0.950,Mention de Casa Pisis que louait Harry Mathews.
Unknown,pdf,770,Neuweiler,Neuweiler,named_place,other,literal,,Sarre,Allemagne,0.950,Neuweiler est un village de la Sarre où demeurait Eugen Helmlé.
Unknown,pdf,770,Sarre,Sarre,named_place,region,literal,,,Allemagne,0.950,Neuweiler est un village de la Sarre où demeurait Eugen Helmlé.
Unknown,pdf,770,Saarländischer Rundfunk,Saarländischer Rundfunk,named_place,institution,literal,,Sarre,Allemagne,0.800,Perec s’y rendit du 5 au 7 juin 1975 à l’invitation de la Saarländischer Rundfunk.
Unknown,pdf,770,France,France,named_place,country,literal,,,France,0.950,Perec lut des extraits de W ou le souvenir d’enfance en français.
Unknown,pdf,769,rue Saint-Honoré,rue Saint-Honoré,named_place,street,literal,Paris,,France,0.950,Souvenirs de la rue Saint-Honoré
Unknown,pdf,769,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,Je me souviens de ma première chambre au septième étage.
Unknown,pdf,769,immeuble,immeuble,generic_spatial_entity,building,literal,,,,0.950,Dans l’immeuble habitait un tailleur nommé J. Tacheff.
Unknown,pdf,769,rue des Pyramides,rue des Pyramides,named_place,street,literal,Paris,,France,0.950,Nous avons acheté des alcools au « Monoprix » de la rue des Pyramides.
Unknown,pdf,769,Bibliothèque de l’Arsenal,Bibliothèque de l’Arsenal,named_place,institution,literal,Paris,,France,0.950,"Je travaillais à la Bibliothèque de l’Arsenal, au fonds Rondel."
